site,rep,distance ,station,transect,dist_stat,plant_no,pot_ no,counts_p1,counts_p2,counts_p3,counts_p4,counts_p5,mean_count_pot,SD_count_pot,mat,mah,minws,mws,maxws,mwd,precip,ptype,mdp,mrain
Curyo,1,50 m,4,4,50m_4,3,40,1,0,0,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,45.8228055,0
Curyo,1,50 m,5,5,50m_5,3,41,2,0,0,NA,NA,0.666666667,1.154700538,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,46.8228055,0
Curyo,1,50 m,6,6,50m_6,3,42,0,0,0,NA,NA,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,47.8228055,0
Curyo,1,50 m,7,7,50m_7,3,43,0,1,2,NA,NA,1,1,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,48.8228055,0
Curyo,1,50 m,8,8,50m_8,3,44,0,0,1,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,49.8228055,0
Curyo,1,50 m,9,9,50m_9,3,45,0,0,0,NA,NA,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,50.8228055,0
Curyo,1,50 m,10,10,50m_10,3,46,0,0,1,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,51.8228055,0
Curyo,1,75 m,1,1,75m_1,3,47,0,1,1,NA,NA,0.666666667,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,52.8228055,0
Curyo,1,75 m,2,2,75m_2,3,48,1,0,0,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,53.8228055,0
Curyo,1,75 m,3,3,75m_3,3,49,0,0,1,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,54.8228055,0
Curyo,1,75 m,4,4,75m_4,3,50,0,0,0,NA,NA,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,55.8228055,0
Curyo,1,75 m,5,5,75m_5,3,51,0,0,0,NA,NA,0,0,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,56.8228055,0
Curyo,1,75 m,6,6,75m_6,3,52,0,1,1,NA,NA,0.666666667,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,57.8228055,0
Curyo,1,75 m,7,7,75m_7,3,53,0,0,1,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,58.8228055,0
Curyo,1,75 m,8,8,75m_8,3,54,0,0,1,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,59.8228055,0
Curyo,1,75 m,9,9,75m_9,3,55,0,1,0,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,60.8228055,0
Curyo,1,75 m,10,10,75m_10,3,56,0,1,0,NA,NA,0.333333333,0.577350269,14.8008596,64.03065903,1.979226361,3.577163324,5.64,203.1014189,0.002292264,rain,61.8228055,0
