BCG-Agfarm 3 Curyo 
Reading Time,Rainfall,Humidity,Temperature,Wind Speed,Wind Direction
17/10/2019 8:02 PM,0,67,10,2.6,WSW
17/10/2019 7:48 PM,0,66,10.4,3.9,W
17/10/2019 7:33 PM,0,63,11.1,4.1,W
17/10/2019 7:19 PM,0,59,12,4.6,W
17/10/2019 7:05 PM,0,56,12.7,4.9,WSW
17/10/2019 6:50 PM,0,54,13.4,5.7,SW
17/10/2019 6:36 PM,0,51,14.1,6.3,WSW
17/10/2019 6:21 PM,0,48,14.7,7.4,SW
17/10/2019 6:07 PM,0,47,15.3,9.4,WSW
17/10/2019 5:52 PM,0,45,15.8,9.6,SW
17/10/2019 5:38 PM,0,45,16.2,10.7,SW
17/10/2019 5:24 PM,0,45,16.3,11.1,WSW
17/10/2019 5:09 PM,0,42,17,11.4,SW
17/10/2019 4:55 PM,0,41,17.6,10,SW
17/10/2019 4:41 PM,0,39,17.7,11.2,WSW
17/10/2019 4:26 PM,0,39,17.8,11.1,WSW
17/10/2019 4:12 PM,0,37,18.2,11.4,S
17/10/2019 3:57 PM,0,36,18,12.6,SW
17/10/2019 3:43 PM,0,40,17.9,11.4,W
17/10/2019 3:29 PM,0,44,17,12.2,SW
17/10/2019 3:14 PM,0,41,18,12.3,SW
17/10/2019 3:00 PM,0,42,19.1,11.6,W
17/10/2019 2:46 PM,0,44,17.8,13.6,SW
17/10/2019 2:31 PM,0,42,18.3,12.9,SW
17/10/2019 2:17 PM,0,43,18.2,14.7,WSW
17/10/2019 2:03 PM,0,46,17.2,15.1,W
17/10/2019 1:48 PM,0,40,18.6,13.2,WSW
17/10/2019 1:34 PM,0,44,18.2,14.5,W
17/10/2019 1:19 PM,0,41,18.2,17.6,SW
17/10/2019 12:51 PM,0,46,17,12.1,WSW
17/10/2019 12:36 PM,0,44,17.1,14.4,WSW
17/10/2019 12:22 PM,0,44,17.3,11.4,WNW
17/10/2019 12:07 PM,0,45,16,13.8,WSW
17/10/2019 11:53 AM,0,49,15.3,12.9,SW
17/10/2019 11:39 AM,0,52,15,12.7,SW
17/10/2019 11:24 AM,0,48,15.7,15.1,SW
17/10/2019 11:10 AM,0,49,15.4,13.5,SW
17/10/2019 10:55 AM,0,51,14.8,12.5,SW
17/10/2019 10:41 AM,0,49,15,12.3,SW
17/10/2019 10:27 AM,0,52,15,12.7,WSW
17/10/2019 10:12 AM,0,56,14.5,12.1,WNW
17/10/2019 9:58 AM,0,64,12.9,11,WSW
17/10/2019 9:43 AM,0,58,14,13.5,WSW
17/10/2019 9:29 AM,0,59,14,13.6,SW
17/10/2019 9:15 AM,0,61,13.7,13.1,WNW
17/10/2019 9:00 AM,0,65,13.1,11.5,WSW
17/10/2019 8:46 AM,0,66,12.6,11.6,W
17/10/2019 8:31 AM,0,69,12.3,9.6,W
17/10/2019 8:17 AM,0,70,11.7,9.6,WNW
17/10/2019 8:03 AM,0,74,11,9,WSW
17/10/2019 7:48 AM,0,77,10.5,8.7,WSW
17/10/2019 7:34 AM,0,80,9.8,9.8,W
17/10/2019 7:19 AM,0,83,9.1,10.8,W
17/10/2019 7:05 AM,0,85,8.6,11.8,WNW
17/10/2019 6:50 AM,0,88,8,11.5,W
17/10/2019 6:36 AM,0,90,7.4,10.2,WNW
17/10/2019 6:21 AM,0,91,6.9,8.7,WNW
17/10/2019 6:07 AM,0,91,6.7,8.2,WNW
17/10/2019 5:52 AM,0,91,6.7,7.8,WNW
17/10/2019 5:38 AM,0,90,6.9,8.7,WNW
17/10/2019 5:23 AM,0,90,6.9,8.1,WNW
17/10/2019 5:08 AM,0,90,7,8.6,WNW
17/10/2019 4:54 AM,0,89,7.1,7.8,WNW
17/10/2019 4:39 AM,0,89,7.3,9.2,W
17/10/2019 4:25 AM,0,89,7.4,9,WNW
17/10/2019 3:56 AM,0,88,7.9,9.5,W
17/10/2019 3:41 AM,0,88,8.3,11.2,W
17/10/2019 3:26 AM,0,87,8.5,11.2,W
17/10/2019 3:12 AM,0,87,8.5,10.4,W
17/10/2019 2:57 AM,0,88,8.7,10,WNW
17/10/2019 2:43 AM,0,87,8.8,8.3,W
17/10/2019 2:28 AM,0,86,9,8.7,WNW
17/10/2019 2:14 AM,0,85,9.4,10.5,WNW
17/10/2019 1:59 AM,0,85,9.7,9.7,W
17/10/2019 1:45 AM,0,85,10.2,9.5,WNW
17/10/2019 1:30 AM,0,86,10.5,8.6,WNW
17/10/2019 1:16 AM,0,86,10.7,8.7,W
17/10/2019 1:01 AM,0.2,83,11.2,9.4,W
17/10/2019 12:47 AM,0,80,11.4,8.9,NW
17/10/2019 12:32 AM,0,79,11.4,7.4,WNW
17/10/2019 12:18 AM,0,77,11.6,8.9,WSW
17/10/2019 12:04 AM,0,76,11.8,8.1,W
16/10/2019 11:49 PM,0,75,11.7,8.4,WSW
16/10/2019 11:20 PM,0,76,10.4,9.6,W
16/10/2019 11:06 PM,0,83,8,3.3,WNW
16/10/2019 10:51 PM,0,82,7.8,3.5,WNW
16/10/2019 10:37 PM,0,80,8.4,4.1,WNW
16/10/2019 10:22 PM,0,76,9.5,4.4,WNW
16/10/2019 10:08 PM,0,76,10,3.7,WSW
16/10/2019 9:53 PM,0,77,10,3.6,WSW
16/10/2019 9:39 PM,0,78,10,3.1,WSW
16/10/2019 9:24 PM,0,77,10.1,2.9,WSW
16/10/2019 9:09 PM,0,76,10.3,3.2,SW
16/10/2019 8:55 PM,0,74,10.8,3.2,WSW
16/10/2019 8:40 PM,0,72,11.6,3.6,W
16/10/2019 8:26 PM,0,70,12.3,4.5,W
16/10/2019 8:12 PM,0,68,13,5,WSW
16/10/2019 7:57 PM,0,67,13.5,5.6,SW
16/10/2019 7:43 PM,0,70,13.7,3.9,WSW
16/10/2019 7:28 PM,0,72,14,2.8,W
16/10/2019 7:14 PM,0,70,14.7,2.7,W
16/10/2019 6:59 PM,0,67,15.8,4.2,WSW
16/10/2019 6:45 PM,0,66,16.6,5.9,SW
16/10/2019 6:31 PM,0,66,17,4.9,SW
16/10/2019 6:16 PM,0,64,17.7,5.3,WSW
16/10/2019 6:02 PM,0,59,18.6,6.7,W
16/10/2019 5:47 PM,0,58,19.2,5.7,WSW
16/10/2019 5:33 PM,0,58,19.5,7.6,WSW
16/10/2019 5:19 PM,0,57,20.2,8.3,WNW
16/10/2019 5:04 PM,0,64,19,5.8,WNW
16/10/2019 4:50 PM,0,63,19.6,8.2,SW
16/10/2019 4:36 PM,0,63,19.9,8.8,SW
16/10/2019 4:21 PM,0,65,18.7,7.9,SW
16/10/2019 4:07 PM,0,60,19.6,6.1,W
16/10/2019 3:53 PM,0,60,19.9,6.8,WNW
16/10/2019 3:38 PM,0,57,21.1,7.1,SSW
16/10/2019 3:24 PM,0,65,19.2,9.1,WSW
16/10/2019 3:10 PM,0,58,20.3,7.4,SSW
16/10/2019 2:55 PM,0,58,20.8,5.7,WNW
16/10/2019 2:41 PM,0,57,20.6,7.1,WNW
16/10/2019 2:27 PM,0,63,19.4,6.5,SW
16/10/2019 2:12 PM,0,66,19.8,6.6,WSW
16/10/2019 1:58 PM,0,66,19.4,7.4,SW
16/10/2019 1:44 PM,0,66,18.9,8.2,W
16/10/2019 1:15 PM,0,66,19.2,7.7,WNW
16/10/2019 1:01 PM,0,67,18.5,9.7,WNW
16/10/2019 12:46 PM,0,68,18.4,10.2,WSW
16/10/2019 12:32 PM,0,69,17.9,9.1,W
16/10/2019 12:17 PM,0,71,17.4,8.5,NW
16/10/2019 12:03 PM,0,74,17,8.3,WNW
16/10/2019 11:48 AM,0,75,17,7.2,W
16/10/2019 11:34 AM,0,77,16.3,6.8,WNW
16/10/2019 11:20 AM,0,78,16.5,5.1,W
16/10/2019 11:05 AM,0,79,16.4,5.8,WNW
16/10/2019 10:51 AM,0,81,16.1,5.9,WNW
16/10/2019 10:36 AM,0,83,15.8,4.6,W
16/10/2019 10:22 AM,0,83,15.6,3.7,W
16/10/2019 10:07 AM,0,82,15.4,3.9,WSW
16/10/2019 9:53 AM,0,82,15.6,4.7,W
16/10/2019 9:39 AM,0,83,15.8,4.3,WSW
16/10/2019 9:24 AM,0,84,15.4,4.3,WNW
16/10/2019 9:10 AM,0,85,15.2,4.6,W
16/10/2019 8:55 AM,0,86,15.1,4,WNW
16/10/2019 8:41 AM,0,87,15.1,3.4,WNW
16/10/2019 8:26 AM,0,89,15,2.3,SW
16/10/2019 8:12 AM,0,89,15,3.6,SW
16/10/2019 7:57 AM,0,90,15,3.5,SSW
16/10/2019 7:43 AM,0,92,14.5,2.9,SSW
16/10/2019 7:29 AM,0,93,14,2.5,SSW
16/10/2019 7:14 AM,0,94,13.7,3.3,SSW
16/10/2019 7:00 AM,0,94,13.2,1.5,SSW
16/10/2019 6:45 AM,0,94,12.9,1.1,SSW
16/10/2019 6:31 AM,0,94,12.8,0.9,SSW
16/10/2019 6:16 AM,0,94,12.7,0.8,SSW
16/10/2019 6:02 AM,0,94,12.6,0.3,SSW
16/10/2019 5:47 AM,0,93,12.5,1.5,SSW
16/10/2019 5:33 AM,0,93,12.4,1.9,SSW
16/10/2019 5:19 AM,0,93,12.5,2.3,SSW
16/10/2019 5:04 AM,0,93,12.7,1.8,SSW
16/10/2019 4:50 AM,0,93,12.8,1.8,SSW
16/10/2019 4:35 AM,0,93,12.8,2,SSW
16/10/2019 4:21 AM,0,93,12.8,2.3,SSW
16/10/2019 4:06 AM,0.2,92,13,0.5,SSW
16/10/2019 3:52 AM,0,92,13,0.7,SSW
16/10/2019 3:37 AM,0,92,13,0,SSW
16/10/2019 3:23 AM,0,91,13.2,0.1,SSW
16/10/2019 3:09 AM,0,91,13.3,0.1,SSW
16/10/2019 2:54 AM,0,91,13.3,1.2,SSW
16/10/2019 2:40 AM,0,91,13.6,0.3,SSW
16/10/2019 2:25 AM,0,90,13.6,0.7,SSW
16/10/2019 2:11 AM,0.2,90,13.5,0.2,SSW
16/10/2019 1:56 AM,0.4,89,13.5,0.6,SSW
16/10/2019 1:42 AM,0,88,13.6,1,SSW
16/10/2019 1:27 AM,0.4,86,13.6,3.8,SSW
16/10/2019 1:13 AM,0,85,13.7,5.7,S
16/10/2019 12:59 AM,0,84,13.9,6.1,S
16/10/2019 12:44 AM,0,82,14.1,7.3,S
16/10/2019 12:30 AM,0,79,14.4,6.4,SSW
16/10/2019 12:15 AM,0,77,14.5,4,SSW
16/10/2019 12:01 AM,0,74,14.6,2.2,S
15/10/2019 11:46 PM,0,72,15,0.6,S
15/10/2019 11:32 PM,0,70,15.3,0.3,S
15/10/2019 11:18 PM,0,69,15.4,0.4,S
15/10/2019 11:03 PM,0,69,15.5,1.4,S
15/10/2019 10:49 PM,0,67,15.7,0.8,S
15/10/2019 10:34 PM,0,67,15.8,2.3,S
15/10/2019 10:20 PM,0,67,15.8,4,S
15/10/2019 10:05 PM,0,66,16,6.6,S
15/10/2019 9:51 PM,0,65,16.2,6.6,S
15/10/2019 9:36 PM,0,64,16.5,6.5,S
15/10/2019 9:22 PM,0,63,16.7,6.9,S
15/10/2019 9:07 PM,0,63,16.9,9.1,S
15/10/2019 8:53 PM,0,62,17,8.4,S
15/10/2019 8:38 PM,0,62,17.2,10,SSW
15/10/2019 8:24 PM,0,61,17.4,11.6,SSW
15/10/2019 8:10 PM,0,60,17.7,11.4,SSW
15/10/2019 7:55 PM,0,58,18.1,10.5,SSW
15/10/2019 7:41 PM,0,58,18.1,7.8,SSW
15/10/2019 7:26 PM,0,57,18.4,9.6,S
15/10/2019 7:12 PM,0,56,18.6,12.5,SSW
15/10/2019 6:57 PM,0,53,19,11.5,S
15/10/2019 6:43 PM,0,51,19.5,9.6,S
15/10/2019 6:29 PM,0,48,20,7.4,S
15/10/2019 6:14 PM,0,48,20.3,6.9,SW
15/10/2019 6:00 PM,0,46,20.7,9.5,S
15/10/2019 5:45 PM,0,44,21.1,7.5,SSW
15/10/2019 5:31 PM,0,41,21.4,7.5,SW
15/10/2019 5:17 PM,0,40,21.6,8.6,SW
15/10/2019 5:02 PM,0,38,22,8.6,SW
15/10/2019 4:48 PM,0,38,22.5,8.3,SW
15/10/2019 4:33 PM,0,36,22.6,8.9,SW
15/10/2019 4:19 PM,0,35,23.1,6.6,WSW
15/10/2019 4:05 PM,0,34,23,7.2,SW
15/10/2019 3:50 PM,0,32,23.3,6.7,SW
15/10/2019 3:36 PM,0,30,23.2,8.5,SW
15/10/2019 3:22 PM,0,27,23.5,8.7,SW
15/10/2019 3:08 PM,0,24,24.3,6.1,NW
15/10/2019 2:53 PM,0,23,24.9,8.1,SW
15/10/2019 2:39 PM,0,23,25.4,5.1,SW
15/10/2019 2:25 PM,0,23,24.8,6.3,SW
15/10/2019 2:11 PM,0,22,24.4,7,WSW
15/10/2019 1:56 PM,0,25,23.8,8.3,SSW
15/10/2019 1:42 PM,0,23,24,6.5,NW
15/10/2019 1:28 PM,0,26,24,5.8,W
15/10/2019 1:13 PM,0,26,23,8,SW
15/10/2019 12:59 PM,0,29,22.9,7.5,SW
15/10/2019 12:45 PM,0,31,22.6,6.9,SSW
15/10/2019 12:31 PM,0,32,22.4,8.5,SW
15/10/2019 12:16 PM,0,36,22.1,7.6,SSW
15/10/2019 12:02 PM,0,36,21.5,9,SW
15/10/2019 11:48 AM,0,41,21.1,8.6,SW
15/10/2019 11:33 AM,0,44,20.7,6.5,SSW
15/10/2019 11:19 AM,0,45,20.5,7.2,SW
15/10/2019 11:05 AM,0,48,19.7,7.3,WSW
15/10/2019 10:50 AM,0,50,19.2,6.9,SW
15/10/2019 10:36 AM,0,51,18.3,7.9,WSW
15/10/2019 10:22 AM,0,55,17.9,8.4,WSW
15/10/2019 10:07 AM,0,55,17.5,8.9,WSW
15/10/2019 9:53 AM,0,55,17.2,10.6,S
15/10/2019 9:39 AM,0,59,16.5,9.7,SSW
15/10/2019 9:24 AM,0,63,16,12.2,SW
15/10/2019 9:10 AM,0,65,15.5,10.8,SW
15/10/2019 8:56 AM,0,70,14.8,10.7,SSW
15/10/2019 8:41 AM,0,74,13.8,11.9,SW
15/10/2019 8:27 AM,0,78,13,12.8,S
15/10/2019 8:12 AM,0,83,12.1,10.4,SSW
15/10/2019 7:58 AM,0,86,11.3,8.9,S
15/10/2019 7:43 AM,0,89,10.4,8.1,SSW
15/10/2019 7:29 AM,0,91,9.5,7.2,SSW
15/10/2019 7:14 AM,0,93,8.7,7.6,SSW
15/10/2019 7:00 AM,0,93,8,6.5,SW
15/10/2019 6:46 AM,0,94,7.3,5.2,SW
15/10/2019 6:31 AM,0,94,6.7,6.1,SSW
15/10/2019 6:16 AM,0,93,6.3,5.4,SSW
15/10/2019 6:02 AM,0,93,6.1,4.4,SW
15/10/2019 5:47 AM,0,93,6,4.1,SW
15/10/2019 5:33 AM,0,93,6.3,4.1,SW
15/10/2019 5:18 AM,0,93,6.6,4.6,SW
15/10/2019 5:04 AM,0,93,7,5.7,SW
15/10/2019 4:34 AM,0,93,7.3,4.5,SSW
15/10/2019 4:20 AM,0,92,7.3,4.1,SSW
15/10/2019 4:05 AM,0,92,7.4,4.7,SSW
15/10/2019 3:51 AM,0,92,7.8,5.9,SSW
15/10/2019 3:36 AM,0,92,7.9,6.7,S
15/10/2019 3:22 AM,0,91,8.2,6.4,SSW
15/10/2019 3:07 AM,0,91,8.5,6.5,SSW
15/10/2019 2:52 AM,0,91,8.8,7,SSW
15/10/2019 2:38 AM,0,91,8.8,6.2,SSW
15/10/2019 2:23 AM,0,91,8.9,5.3,SSW
15/10/2019 2:09 AM,0,91,9,5.8,SSW
15/10/2019 1:54 AM,0,90,9.1,6.2,SW
15/10/2019 1:40 AM,0,90,9.4,6.6,SW
15/10/2019 1:25 AM,0,90,9.5,6.7,SW
15/10/2019 1:11 AM,0,89,9.5,7,SW
15/10/2019 12:56 AM,0,89,9.8,6.2,SW
15/10/2019 12:42 AM,0,88,10.2,6.4,SW
15/10/2019 12:27 AM,0,87,10.5,6,SW
15/10/2019 12:13 AM,0,87,10.8,6.5,SW
14/10/2019 11:59 PM,0,85,11.2,7.2,SSW
14/10/2019 11:44 PM,0,84,11.7,7.7,SW
14/10/2019 11:30 PM,0,83,11.9,8,SW
14/10/2019 11:16 PM,0,82,12.2,8.6,SW
14/10/2019 11:01 PM,0,82,12.5,7.8,SW
14/10/2019 10:47 PM,0,81,12.7,7.5,SW
14/10/2019 10:32 PM,0,79,13.1,8.5,WSW
14/10/2019 10:18 PM,0,77,13.7,9.8,WSW
14/10/2019 10:04 PM,0,77,13.9,11.4,SSW
14/10/2019 9:49 PM,0,77,14,10.8,SW
14/10/2019 9:35 PM,0,79,13.9,9.1,SW
14/10/2019 9:20 PM,0,80,13.6,6.9,SW
14/10/2019 9:06 PM,0,80,13.4,5.8,SW
14/10/2019 8:51 PM,0,79,13.5,4.6,SSW
14/10/2019 8:37 PM,0,76,14.3,5.5,SSW
14/10/2019 8:22 PM,0,75,14.7,5.8,SSW
14/10/2019 8:08 PM,0,73,15.3,6,SSW
14/10/2019 7:54 PM,0,72,15.8,6.6,SW
14/10/2019 7:39 PM,0,71,16.1,6.5,SSW
14/10/2019 7:25 PM,0,69,16.7,7.7,SSW
14/10/2019 7:10 PM,0,67,17.1,9.6,S
14/10/2019 6:56 PM,0,65,17.8,10.2,S
14/10/2019 6:41 PM,0,63,18.5,10.2,SSW
14/10/2019 6:27 PM,0,61,19.1,12.6,SSW
14/10/2019 6:12 PM,0,59,19.8,12.2,SSW
14/10/2019 5:58 PM,0,57,20.3,13.9,SSW
14/10/2019 5:44 PM,0,56,20.8,13.2,SSW
14/10/2019 5:29 PM,0,54,21.5,13,SSW
14/10/2019 5:15 PM,0,52,21.8,13.5,SW
14/10/2019 5:01 PM,0,51,22.4,12.4,SW
14/10/2019 4:46 PM,0,48,23,12.3,SW
14/10/2019 4:32 PM,0,46,23.5,11.4,WSW
14/10/2019 4:18 PM,0,45,24.1,9.1,SW
14/10/2019 4:03 PM,0,44,24.3,10.5,SW
14/10/2019 3:49 PM,0,42,24.9,10.1,WSW
14/10/2019 3:35 PM,0,42,25,10.5,SW
14/10/2019 3:21 PM,0,39,25.6,10.9,SW
14/10/2019 3:06 PM,0,40,25.4,11.1,SSW
14/10/2019 2:52 PM,0,37,26.1,9.4,WSW
14/10/2019 2:38 PM,0,36,25.7,9,SW
14/10/2019 2:24 PM,0,38,25.4,9,SSW
14/10/2019 2:09 PM,0,38,26.1,7.6,WSW
14/10/2019 1:55 PM,0,39,25.7,9,W
14/10/2019 1:41 PM,0,41,25.6,7.6,SW
14/10/2019 1:27 PM,0,44,25,8.3,SSW
14/10/2019 1:12 PM,0,47,23.9,10.1,SSW
14/10/2019 12:58 PM,0,48,24.6,5.9,SSW
14/10/2019 12:44 PM,0,50,23.7,7.1,S
14/10/2019 12:29 PM,0,49,23.9,7.1,WSW
14/10/2019 12:15 PM,0,51,23.4,8.7,SW
14/10/2019 12:01 PM,0,51,23.7,8.2,SW
14/10/2019 11:47 AM,0,53,23.9,9.7,SW
14/10/2019 11:32 AM,0,50,24,7.2,SSW
14/10/2019 11:18 AM,0,54,23.5,8.1,WSW
14/10/2019 11:04 AM,0,55,23.1,9.7,SW
14/10/2019 10:49 AM,0,55,23.2,8.1,W
14/10/2019 10:35 AM,0,58,22.4,10,SSW
14/10/2019 10:21 AM,0,60,21.7,10.3,SSW
14/10/2019 10:06 AM,0,61,21.6,8.9,SW
14/10/2019 9:52 AM,0,62,21.2,12.6,SSW
14/10/2019 9:38 AM,0,64,20.8,12.7,SSW
14/10/2019 9:24 AM,0,66,20.5,12.7,SW
14/10/2019 9:09 AM,0,69,20,11.9,S
14/10/2019 8:55 AM,0,71,19.1,13.7,SSE
14/10/2019 8:40 AM,0,73,18.6,12.5,S
14/10/2019 8:26 AM,0,76,17.8,10.9,S
14/10/2019 8:12 AM,0,79,17.4,10,S
14/10/2019 7:57 AM,0,82,16.5,8.9,S
14/10/2019 7:43 AM,0,86,15.3,6.6,S
14/10/2019 7:28 AM,0,89,14.4,6,S
14/10/2019 7:14 AM,0,90,13.7,5.7,S
14/10/2019 6:59 AM,0,91,13.3,5.1,SSW
14/10/2019 6:45 AM,0,91,13.2,4.9,SSW
14/10/2019 6:31 AM,0,91,13,3.5,SSW
14/10/2019 6:16 AM,0,91,12.9,3.8,SSW
14/10/2019 6:02 AM,0,91,12.8,4.6,SSW
14/10/2019 5:47 AM,0,91,12.7,5.4,SSW
14/10/2019 5:33 AM,0,91,12.6,6.2,SSW
14/10/2019 5:18 AM,0,90,12.7,4.8,SSW
14/10/2019 5:04 AM,0,90,12.7,5.6,SSW
14/10/2019 4:49 AM,0,90,12.8,3.1,WSW
14/10/2019 4:35 AM,0,89,12.9,2.6,WSW
14/10/2019 4:21 AM,0,89,13,5.4,SW
14/10/2019 4:06 AM,0,90,13.1,4.2,SSW
14/10/2019 3:52 AM,0,89,12.9,3.5,SSE
14/10/2019 3:37 AM,0,88,13.2,1.2,SSE
14/10/2019 3:23 AM,0,88,13.5,1.4,SSE
14/10/2019 3:08 AM,0,87,13.7,0.2,SSE
14/10/2019 2:54 AM,0,87,13.6,2.5,SSE
14/10/2019 2:39 AM,0,87,13.6,3.6,SSE
14/10/2019 2:25 AM,0,87,13.3,3.9,SSE
14/10/2019 2:11 AM,0,86,13.1,4.5,WSW
14/10/2019 1:56 AM,0,85,13.4,1.5,WSW
14/10/2019 1:42 AM,0,86,13.4,0.4,WSW
14/10/2019 1:27 AM,0,86,13.3,1.4,WSW
14/10/2019 1:13 AM,0,86,13.3,2.4,WSW
14/10/2019 12:58 AM,0,86,13.4,2.6,WNW
14/10/2019 12:44 AM,0,85,13.6,2.3,WNW
14/10/2019 12:29 AM,0,85,13.7,0.2,WNW
14/10/2019 12:15 AM,0,84,13.8,1.3,WNW
14/10/2019 12:01 AM,0,82,14.7,1.1,WNW
13/10/2019 11:46 PM,0,80,14.9,1.9,WNW
13/10/2019 11:32 PM,0,78,15.1,3.6,WNW
13/10/2019 11:17 PM,0,79,14.6,2.1,WNW
13/10/2019 11:03 PM,0,82,13.8,3.3,WNW
13/10/2019 10:48 PM,0,81,14.1,3,WNW
13/10/2019 10:34 PM,0,80,14.1,1.7,WNW
13/10/2019 10:19 PM,0,79,14.6,0.6,WNW
13/10/2019 10:05 PM,0,79,14.9,0,WNW
13/10/2019 9:51 PM,0,78,15.1,0.6,WNW
13/10/2019 9:36 PM,0,78,15.4,0.4,WNW
13/10/2019 9:22 PM,0,79,15.6,0.9,WNW
13/10/2019 9:07 PM,0,77,16,1.1,WNW
13/10/2019 8:53 PM,0,75,16.4,0.6,WNW
13/10/2019 8:38 PM,0,70,17,0.8,WNW
13/10/2019 8:24 PM,0,69,17.1,0.1,WNW
13/10/2019 8:09 PM,0,70,17.7,0.1,WNW
13/10/2019 7:55 PM,0,68,17.7,0.6,WNW
13/10/2019 7:40 PM,0,66,17.9,0.8,WNW
13/10/2019 7:26 PM,0,61,18.4,1.8,WNW
13/10/2019 7:12 PM,0,54,19.4,2.8,WNW
13/10/2019 6:57 PM,0,52,19.9,7.8,WNW
13/10/2019 6:43 PM,0,48,20.5,8.5,W
13/10/2019 6:28 PM,0,42,21.2,4.4,NNW
13/10/2019 6:14 PM,0,40,21.6,9.3,NNW
13/10/2019 6:00 PM,0,44,21.3,11.6,NNW
13/10/2019 5:45 PM,0,36,22.9,15.8,NW
13/10/2019 5:31 PM,0,29,24.1,11.1,NW
13/10/2019 5:16 PM,0,26,24.5,9.5,NNW
13/10/2019 5:02 PM,0,26,24.7,9.1,N
13/10/2019 4:48 PM,0,25,24.7,8.8,N
13/10/2019 4:33 PM,0,25,25.2,8.5,N
13/10/2019 4:19 PM,0,28,25.1,10.2,N
13/10/2019 4:05 PM,0,27,25.2,11.7,NNE
13/10/2019 3:50 PM,0,26,25.4,13.3,N
13/10/2019 3:36 PM,0,25,25.8,13.6,N
13/10/2019 3:22 PM,0,24,26,14.3,N
13/10/2019 3:08 PM,0,26,26.1,14.2,N
13/10/2019 2:53 PM,0,23,27.2,14.6,N
13/10/2019 2:39 PM,0,22,27.6,15.4,NE
13/10/2019 2:25 PM,0,24,26.6,13.3,NNE
13/10/2019 2:10 PM,0,26,25.6,14.3,NE
13/10/2019 1:56 PM,0,25,25.8,14.1,N
13/10/2019 1:42 PM,0,26,25.4,12.7,N
13/10/2019 1:28 PM,0,25,25.2,13.9,N
13/10/2019 1:13 PM,0,23,26.6,15.2,NNE
13/10/2019 12:59 PM,0,24,26.7,17,NNW
13/10/2019 12:45 PM,0,25,26.7,15.4,NNE
13/10/2019 12:30 PM,0,25,26.3,16.7,NNE
13/10/2019 12:16 PM,0,27,25.2,14.7,NNE
13/10/2019 12:02 PM,0,28,24.9,16.3,NE
13/10/2019 11:48 AM,0,25,26.2,15.5,N
13/10/2019 11:33 AM,0,28,25.6,17.9,NE
13/10/2019 11:19 AM,0,29,24.7,18,N
13/10/2019 11:05 AM,0,31,24.3,17.6,NNE
13/10/2019 10:50 AM,0,30,24.7,18,NNE
13/10/2019 10:36 AM,0,32,24.3,17.5,NNE
13/10/2019 10:22 AM,0,33,24,15.5,NE
13/10/2019 10:07 AM,0,35,23.2,16.6,NE
13/10/2019 9:53 AM,0,37,23,14.3,NE
13/10/2019 9:39 AM,0,39,22.3,16,NE
13/10/2019 9:24 AM,0,40,21.7,16.6,NNE
13/10/2019 9:10 AM,0,41,21.3,16.1,N
13/10/2019 8:56 AM,0,43,20.4,14.3,NNE
13/10/2019 8:41 AM,0,45,19.3,14.3,NE
13/10/2019 8:27 AM,0,48,18.6,12.5,NNE
13/10/2019 8:13 AM,0,51,17.4,12.1,NE
13/10/2019 7:58 AM,0,54,16.3,9.7,NE
13/10/2019 7:44 AM,0,58,14.8,7.4,NNE
13/10/2019 7:29 AM,0,60,13.7,8,NE
13/10/2019 7:15 AM,0,64,12.5,6.8,NE
13/10/2019 7:01 AM,0,63,12.2,6.7,ENE
13/10/2019 6:46 AM,0,64,12.2,6.4,ENE
13/10/2019 6:32 AM,0,68,11,4.3,ENE
13/10/2019 6:17 AM,0,71,10.1,4.2,NE
13/10/2019 6:03 AM,0,72,9.3,3.8,ENE
13/10/2019 5:48 AM,0,72,9.4,4.8,ENE
13/10/2019 5:34 AM,0,70,10.1,4.7,ENE
13/10/2019 5:19 AM,0,68,10.6,5.2,ENE
13/10/2019 5:05 AM,0,68,10.8,5.6,ENE
13/10/2019 4:50 AM,0,67,11.1,6.2,ENE
13/10/2019 4:36 AM,0,68,10.9,6.4,NE
13/10/2019 4:21 AM,0,70,10.5,6.8,E
13/10/2019 4:07 AM,0,72,10,4,ENE
13/10/2019 3:52 AM,0,75,9,1.6,E
13/10/2019 3:38 AM,0,74,9.1,1.6,E
13/10/2019 3:23 AM,0,72,9.4,1.5,E
13/10/2019 3:09 AM,0,69,10.2,2,E
13/10/2019 2:54 AM,0,68,11,4.5,E
13/10/2019 2:40 AM,0,66,11.4,4.2,ENE
13/10/2019 2:25 AM,0,64,12.1,4,ENE
13/10/2019 2:11 AM,0,64,12.1,6.8,ENE
13/10/2019 1:56 AM,0,64,12,7,ENE
13/10/2019 1:42 AM,0,63,12,6.8,ENE
13/10/2019 1:28 AM,0,62,12.3,6,E
13/10/2019 1:13 AM,0,61,12.5,6.7,ENE
13/10/2019 12:59 AM,0,59,13,8.1,E
13/10/2019 12:44 AM,0,59,13.1,8.4,E
13/10/2019 12:30 AM,0,60,12.6,6,ENE
13/10/2019 12:15 AM,0,61,12.5,4.6,E
13/10/2019 12:01 AM,0,62,12.1,3,E
12/10/2019 11:46 PM,0,64,11.3,1.7,ESE
12/10/2019 11:32 PM,0,65,11,1.8,E
12/10/2019 11:17 PM,0,66,10.8,2,ENE
12/10/2019 11:03 PM,0,65,10.2,2.4,NE
